147,110,34,33
149,113,34,33
151,117,34,33
154,119,35,34
158,119,35,34
160,118,34,33
160,120,34,33
160,120,34,33
160,120,34,33
163,121,33,32
166,121,33,32
164,115,33,32
161,113,33,32
157,109,33,32
157,107,33,32
156,91,34,33
150,75,33,32
148,71,33,32
143,69,33,32
137,68,33,32
129,68,33,32
129,68,33,32
129,65,34,33
129,65,34,33
131,63,34,33
143,68,33,32
148,73,34,33
152,78,33,32
158,89,33,32
162,99,32,31
166,108,32,31
169,113,33,32
168,122,31,30
168,113,31,30
163,97,33,32
159,95,33,32
153,93,33,32
153,91,33,32
159,91,33,32
164,92,34,33
160,76,33,32
162,84,33,32
162,100,32,31
164,107,33,32
162,122,33,32
160,117,32,31
165,110,31,30
166,108,32,31
164,109,33,32
157,96,32,31
156,112,31,30
157,123,30,29
158,137,30,29
160,152,30,29
160,166,30,29
160,159,30,29
158,149,30,29
161,143,31,30
161,134,31,30
161,128,32,31
157,126,32,31
148,111,32,31
148,119,31,30
146,127,32,31
146,142,32,31
144,147,32,31
142,137,31,30
149,140,31,30
151,128,31,30
146,121,31,30
142,115,31,30
143,118,32,31
138,108,32,31
136,111,33,32
136,116,33,32
130,132,33,32
123,142,33,32
132,132,33,32
132,119,33,32
133,128,34,33
139,114,34,33
143,114,35,34
150,116,35,34
153,120,35,34
157,128,35,34
171,114,34,33
174,119,33,32
174,113,33,32
174,98,32,31
176,85,32,31
180,72,32,31
180,74,32,31
180,79,32,31
180,85,31,30
182,100,31,30
182,102,31,30
192,103,31,30
195,103,32,31
193,104,33,32
191,104,33,32
189,102,33,32
189,101,33,32
189,99,33,32
187,97,34,33
185,95,34,33
179,91,34,33
175,89,34,33
170,87,34,33
166,86,34,33
164,84,34,33
162,84,34,33
158,84,34,33
155,83,35,34
154,83,35,34
154,83,35,34
154,86,35,34
152,88,34,33
152,90,34,33
154,92,35,34
158,93,35,34
168,96,35,34
170,98,35,34
174,100,35,34
179,100,34,33
187,101,33,32
197,101,33,32
201,101,33,32
204,101,33,32
206,101,33,32
205,100,34,33
206,95,33,32
206,95,33,32
202,95,33,32
198,95,33,32
195,94,34,33
191,94,34,33
190,94,34,33
190,95,33,32
190,95,33,32
190,95,33,32
190,93,33,32
188,93,33,32
186,92,34,33
184,90,34,33
182,84,34,33
180,82,35,34
178,82,35,34
176,80,34,33
170,82,35,34
162,83,35,34
153,92,34,33
151,98,34,33
149,102,34,33
145,106,34,33
143,108,34,33
142,112,35,34
144,114,35,34
146,118,35,34
151,120,34,33
155,121,33,32
166,123,33,32
170,125,34,33
176,125,33,32
182,125,33,32
186,127,33,32
194,127,33,32
198,127,33,32
201,127,33,32
205,125,33,32
210,125,34,33
215,121,33,32
215,121,33,32
215,119,33,32
208,118,33,32
202,116,33,32
186,106,33,32
180,100,33,32
174,94,33,32
169,89,33,32
165,84,34,33
159,78,34,33
157,78,35,34
157,77,34,33
156,77,33,32
156,81,34,33
156,87,34,33
157,92,35,34
159,96,35,34
161,98,35,34
165,100,35,34
173,108,35,34
173,111,35,34
175,113,35,34
175,117,35,34
173,121,35,34
173,125,35,34
173,127,35,34
173,131,35,34
172,136,34,33
172,141,34,33
171,148,35,34
173,153,35,34
173,157,35,34
173,161,35,34
175,165,35,34
175,167,35,34
175,167,35,34
175,167,35,34
175,161,35,34
177,157,35,34
178,142,33,32
180,138,33,32
179,133,34,33
179,130,34,33
177,128,34,33
177,117,35,34
177,101,35,34
177,96,35,34
177,91,35,34
177,89,35,34
177,87,34,33
177,89,35,34
175,90,35,34
176,95,34,33
176,98,33,32
167,100,35,34
165,100,35,34
165,98,35,34
162,97,35,34
162,97,35,34
160,97,35,34
160,97,35,34
160,97,35,34
160,97,35,34
162,97,35,34
168,95,35,34
170,95,35,34
172,93,34,33
178,92,33,32
185,92,34,33
189,91,35,34
194,90,34,33
203,90,34,33
207,89,35,34
209,89,35,34
213,87,35,34
215,85,35,34
216,85,35,34
218,85,36,35
220,83,36,35
224,83,36,35
228,81,36,35
230,81,36,35
232,81,36,35
234,81,36,35
234,80,35,34
234,80,35,34
230,80,35,34
224,80,35,34
220,81,35,34
214,81,35,34
209,80,35,34
206,80,34,33
202,81,33,32
198,81,35,34
195,81,35,34
195,82,35,34
193,84,35,34
191,85,35,34
191,86,36,35
186,88,36,35
185,89,35,34
183,89,35,34
179,90,35,34
167,95,35,34
150,101,35,34
150,101,35,34
148,102,35,34
148,102,35,34
146,102,35,34
154,102,35,34
157,101,34,33
161,99,34,33
167,97,34,33
174,93,35,34
182,86,35,34
186,82,35,34
190,80,35,34
192,78,35,34
196,77,35,34
198,77,35,34
196,77,35,34
196,77,35,34
194,77,35,34
194,75,35,34
192,77,35,34
191,78,34,33
190,79,35,34
188,81,35,34
184,83,35,34
176,85,35,34
174,86,34,33
172,87,35,34
169,89,35,34
168,91,35,34
169,101,35,34
169,105,35,34
172,111,35,34
172,115,35,34
172,117,35,34
172,121,35,34
172,123,35,34
172,123,35,34
