147, 110, 34, 33
148, 113, 35, 34
151, 119, 35, 34
154, 119, 36, 35
157, 119, 36, 35
160, 118, 36, 35
160, 120, 36, 35
160, 120, 37, 36
159, 120, 38, 37
161, 120, 38, 37
164, 119, 39, 37
163, 114, 38, 37
159, 111, 38, 37
156, 108, 38, 37
154, 106, 38, 37
153, 80, 37, 36
151, 73, 36, 35
148, 71, 36, 35
143, 69, 36, 35
136, 66, 36, 35
129, 67, 36, 35
128, 66, 36, 35
129, 66, 36, 35
128, 64, 36, 35
130, 62, 36, 35
140, 66, 36, 35
147, 72, 36, 35
152, 78, 35, 34
157, 88, 36, 35
161, 99, 36, 35
163, 121, 36, 35
166, 127, 36, 35
166, 122, 36, 35
165, 113, 36, 35
164, 93, 36, 35
163, 59, 36, 35
162, 53, 37, 36
161, 50, 36, 35
160, 52, 36, 35
160, 56, 35, 34
161, 71, 34, 33
161, 84, 34, 33
162, 101, 33, 32
161, 117, 35, 34
161, 123, 36, 35
159, 101, 37, 36
158, 92, 36, 35
158, 89, 36, 35
158, 91, 34, 33
157, 97, 34, 33
156, 112, 33, 32
155, 122, 33, 32
156, 134, 33, 32
157, 150, 33, 32
159, 167, 33, 32
157, 158, 33, 32
157, 141, 33, 32
155, 125, 33, 32
155, 116, 33, 32
153, 111, 33, 32
150, 108, 33, 32
148, 112, 33, 32
147, 119, 33, 32
145, 129, 33, 32
145, 141, 33, 32
143, 146, 33, 32
140, 129, 33, 32
136, 109, 33, 32
133, 91, 32, 31
129, 79, 32, 31
122, 74, 33, 32
122, 77, 33, 32
121, 85, 33, 32
121, 100, 33, 32
120, 117, 33, 32
124, 145, 33, 32
123, 141, 33, 32
124, 123, 33, 32
130, 106, 33, 32
138, 90, 33, 32
146, 75, 33, 32
150, 74, 33, 32
156, 77, 33, 32
159, 82, 33, 32
163, 89, 33, 32
171, 112, 33, 32
174, 120, 33, 32
174, 114, 33, 32
175, 99, 33, 32
176, 86, 33, 32
181, 74, 33, 32
181, 74, 33, 32
180, 79, 33, 32
180, 88, 33, 32
181, 100, 33, 32
178, 136, 33, 32
176, 144, 33, 32
173, 137, 33, 32
169, 122, 33, 32
164, 110, 33, 32
162, 101, 33, 32
160, 98, 33, 32
157, 100, 33, 32
155, 106, 33, 32
155, 113, 33, 32
152, 133, 33, 32
149, 129, 33, 32
143, 113, 33, 32
137, 96, 33, 32
134, 88, 33, 32
129, 82, 33, 32
125, 83, 33, 32
122, 88, 33, 32
122, 97, 33, 32
122, 109, 33, 32
125, 132, 33, 32
124, 125, 33, 32
123, 112, 33, 32
123, 100, 33, 32
126, 94, 33, 32
132, 93, 33, 32
132, 97, 33, 32
135, 104, 33, 32
141, 114, 33, 32
148, 127, 33, 32
160, 147, 33, 32
164, 138, 33, 32
169, 117, 33, 32
171, 106, 33, 32
171, 99, 33, 32
174, 91, 33, 32
173, 91, 33, 32
170, 97, 33, 32
168, 106, 33, 32
165, 118, 33, 32
163, 135, 33, 32
163, 126, 33, 32
162, 109, 33, 32
161, 98, 33, 32
160, 91, 33, 32
160, 86, 33, 32
158, 90, 33, 32
155, 96, 33, 32
154, 106, 33, 32
153, 116, 33, 32
152, 123, 33, 32
151, 112, 33, 32
148, 94, 33, 32
144, 86, 33, 32
138, 83, 33, 32
126, 92, 33, 32
122, 101, 33, 32
121, 112, 33, 32
120, 128, 33, 32
118, 144, 33, 32
119, 153, 33, 32
121, 141, 33, 32
121, 131, 33, 32
123, 124, 33, 32
129, 120, 33, 32
138, 121, 33, 32
143, 126, 33, 32
149, 133, 33, 32
156, 146, 33, 32
162, 161, 33, 32
170, 159, 33, 32
174, 145, 33, 32
177, 133, 33, 32
183, 125, 33, 32
189, 119, 33, 32
192, 118, 33, 32
193, 122, 33, 32
192, 129, 33, 32
187, 140, 33, 32
181, 152, 33, 32
167, 147, 33, 32
160, 126, 33, 32
150, 101, 33, 32
144, 90, 33, 32
141, 81, 33, 32
136, 77, 33, 32
136, 81, 33, 32
136, 91, 33, 32
136, 103, 33, 32
139, 119, 33, 32
139, 113, 33, 32
139, 104, 33, 32
142, 98, 33, 32
144, 94, 33, 32
147, 94, 33, 32
155, 105, 33, 32
155, 114, 33, 32
156, 127, 33, 32
157, 144, 33, 32
158, 162, 33, 32
159, 151, 33, 32
158, 140, 33, 32
157, 134, 33, 32
156, 134, 33, 32
156, 136, 33, 32
156, 146, 33, 32
156, 157, 33, 32
156, 171, 33, 32
158, 189, 33, 32
159, 207, 33, 32
160, 200, 33, 32
160, 184, 33, 32
159, 172, 33, 32
159, 161, 33, 32
159, 152, 33, 32
158, 142, 33, 32
158, 144, 32, 31
159, 148, 32, 31
159, 157, 32, 31
160, 168, 32, 31
161, 155, 32, 31
161, 125, 32, 31
161, 102, 32, 31
160, 90, 32, 31
160, 84, 32, 31
158, 85, 32, 31
156, 93, 32, 31
155, 104, 32, 31
155, 120, 32, 31
156, 137, 32, 31
150, 120, 32, 31
147, 110, 32, 31
144, 102, 32, 31
141, 98, 32, 31
139, 96, 32, 31
135, 102, 32, 31
134, 111, 32, 31
134, 124, 32, 31
135, 136, 32, 31
138, 136, 32, 31
143, 108, 32, 31
144, 100, 32, 31
146, 95, 32, 31
152, 91, 32, 31
157, 91, 32, 31
160, 102, 32, 31
165, 112, 32, 31
174, 124, 32, 31
180, 130, 32, 31
180, 124, 32, 31
182, 94, 32, 31
182, 88, 32, 31
183, 85, 32, 31
185, 84, 32, 31
186, 85, 32, 31
191, 97, 32, 31
195, 108, 32, 31
198, 122, 32, 31
201, 127, 32, 31
202, 116, 32, 31
201, 91, 32, 31
201, 86, 32, 31
196, 84, 32, 31
190, 84, 32, 31
185, 87, 32, 31
178, 100, 32, 31
175, 112, 32, 31
173, 125, 32, 31
169, 123, 32, 31
164, 110, 32, 31
161, 90, 32, 31
161, 86, 32, 31
158, 84, 32, 31
156, 86, 32, 31
155, 91, 32, 31
153, 111, 32, 31
152, 126, 32, 31
149, 137, 32, 31
146, 133, 32, 31
140, 126, 32, 31
117, 106, 32, 31
116, 101, 32, 31
115, 100, 32, 31
112, 102, 32, 31
111, 107, 32, 31
117, 123, 32, 31
120, 137, 32, 31
126, 144, 32, 31
130, 138, 32, 31
137, 121, 32, 31
145, 90, 32, 31
149, 82, 32, 31
153, 79, 32, 31
157, 78, 32, 31
160, 82, 32, 31
165, 101, 32, 31
165, 115, 32, 31
164, 123, 33, 32
163, 118, 33, 32
162, 100, 33, 32
161, 81, 33, 32
160, 78, 33, 32
159, 77, 33, 32
158, 80, 33, 32
155, 86, 33, 32
147, 107, 33, 32
145, 122, 33, 32
143, 128, 33, 32
140, 120, 33, 32
140, 109, 33, 32
140, 100, 33, 32
141, 103, 33, 32
144, 109, 33, 32
145, 116, 33, 32
145, 124, 33, 32
145, 146, 33, 32
145, 160, 33, 32
145, 171, 33, 32
