306,5,95,65
308,19,94,64
314,43,92,63
323,66,93,63
325,103,92,63
330,132,90,62
323,155,91,62
315,147,91,62
307,126,92,63
304,101,92,63
298,73,93,63
273,52,92,63
248,41,92,63
233,36,92,63
219,31,92,63
209,32,92,63
203,39,93,63
204,49,93,63
211,68,92,63
218,90,92,63
226,118,92,63
231,142,92,63
241,138,93,63
247,127,93,63
257,122,94,64
270,123,93,64
292,123,94,64
233,91,93,64
194,83,94,64
207,81,94,64
229,16,95,65
237,19,93,64
241,31,92,63
258,50,92,63
275,69,92,63
297,96,93,63
324,126,94,64
345,155,93,64
366,174,94,64
379,179,94,64
399,169,97,66
417,147,96,66
418,130,96,65
399,116,96,65
369,108,94,64
346,106,94,64
333,101,94,64
324,96,93,64
317,95,93,64
310,97,95,65
310,100,94,64
315,109,94,64
327,126,94,64
329,141,94,64
338,153,91,62
342,155,90,62
347,145,90,61
360,127,90,62
375,102,90,62
385,75,90,62
384,51,91,62
374,28,91,62
353,13,91,62
345,4,90,62
345,1,90,62
343,0,91,62
339,3,91,62
336,10,90,61
338,24,91,62
346,37,90,62
359,56,90,61
