250,168,106,105
247,176,106,105
242,187,109,108
222,201,110,109
215,215,109,108
219,212,111,110
220,204,110,109
216,205,110,109
188,218,109,108
160,251,108,107
208,268,109,108
243,241,109,108
226,217,110,109
219,210,110,109
208,206,110,109
193,215,111,109
194,222,109,108
203,221,109,108
215,207,108,107
222,172,108,107
205,151,109,108
207,174,109,108
234,210,109,108
261,241,108,106
270,247,112,111
258,248,113,112
243,253,114,113
237,254,115,113
231,247,115,114
224,230,117,116
224,220,118,117
230,212,118,117
240,200,118,117
240,183,119,118
227,162,120,119
219,138,120,119
224,120,122,121
240,126,124,123
247,127,126,125
252,142,126,125
261,182,125,124
264,214,124,123
268,229,124,123
271,236,124,123
267,235,125,124
260,223,126,125
257,213,127,126
260,204,127,126
262,171,127,126
263,164,128,127
263,179,127,126
260,181,127,126
258,177,128,126
260,178,130,129
267,183,131,129
276,195,130,129
272,207,131,130
251,210,131,130
218,209,130,129
192,205,131,130
198,203,131,130
221,205,132,131
257,206,134,133
296,207,135,133
320,212,134,133
319,214,134,133
309,210,133,131
287,190,131,130
255,168,131,130
234,154,131,130
235,166,131,129
244,182,131,129
249,195,130,129
262,206,130,129
287,218,131,129
300,227,131,130
297,237,131,129
289,242,131,130
278,241,133,131
254,231,132,131
222,220,133,132
205,221,133,132
202,226,134,132
210,224,134,132
226,207,134,132
242,182,133,132
255,152,134,132
284,134,134,133
309,137,133,132
319,151,133,132
317,164,132,131
305,174,132,131
285,188,131,130
261,206,131,129
241,220,131,130
226,220,132,131
214,211,132,131
202,199,133,132
195,195,134,133
204,190,134,133
221,173,133,132
235,158,134,132
251,166,133,132
270,186,133,132
288,212,133,131
297,215,133,131
287,206,132,130
250,185,132,131
208,190,132,131
171,207,132,131
157,225,132,130
155,230,133,131
169,219,133,132
192,191,133,131
215,167,133,132
224,170,133,132
221,187,132,131
217,199,132,131
213,197,133,131
221,188,134,132
229,189,134,133
228,200,133,132
215,212,133,132
200,214,133,132
194,204,132,131
191,188,132,131
186,183,133,131
191,201,132,131
200,227,132,130
198,245,131,130
195,246,131,129
193,224,130,129
195,199,130,129
187,181,130,129
165,166,132,130
156,179,131,130
162,191,131,130
174,195,133,132
193,194,133,132
218,205,133,132
242,218,133,132
269,231,134,132
286,234,135,133
276,230,136,134
242,218,136,135
197,209,136,135
162,205,137,135
132,212,137,135
101,213,136,135
110,206,135,134
158,190,136,135
205,182,136,135
216,177,136,135
218,178,136,135
227,190,136,135
232,202,136,134
224,206,134,133
193,208,134,133
164,213,134,133
168,214,134,133
202,211,135,133
250,204,135,134
265,206,136,135
261,206,136,134
251,199,135,134
243,188,136,135
239,184,137,135
243,175,137,135
258,184,136,135
265,192,136,135
258,193,135,134
235,203,135,134
200,225,135,134
179,236,135,134
165,238,136,135
172,237,136,135
193,230,136,135
201,228,136,135
186,224,136,135
167,220,136,135
164,212,136,135
184,209,136,135
229,204,137,135
267,193,137,135
268,184,136,135
241,183,137,136
202,174,137,136
187,169,137,136
172,172,137,135
157,177,137,136
162,178,138,136
192,182,138,136
252,185,138,136
280,183,138,136
280,181,137,136
265,183,137,136
244,186,138,136
223,199,137,136
203,203,136,135
165,196,136,135
136,181,136,135
132,175,137,135
150,176,137,136
177,183,136,134
184,185,135,134
180,181,135,134
186,171,135,133
195,159,136,134
204,162,136,134
204,171,135,134
197,184,134,133
193,200,134,132
206,225,133,132
213,240,133,131
201,242,132,131
184,235,132,131
174,212,131,130
172,174,130,129
179,151,132,131
192,153,133,131
209,167,132,131
227,178,133,132
232,179,133,132
222,177,134,133
202,184,134,133
179,192,134,132
175,204,133,132
177,207,134,133
176,202,133,132
176,182,132,131
188,161,132,130
219,155,133,131
257,163,133,131
283,184,132,130
288,203,131,129
284,212,131,130
285,214,131,130
289,210,133,131
279,215,132,131
253,218,133,131
228,218,134,132
220,227,133,132
209,231,133,132
198,223,132,131
198,209,132,130
204,199,131,130
210,193,131,130
225,192,131,129
241,190,130,129
249,174,130,129
251,159,131,130
264,180,131,129
273,219,130,129
268,251,130,129
253,249,130,129
244,235,130,129
240,197,129,128
234,165,129,128
226,150,130,128
214,158,129,128
196,164,130,129
207,161,131,129
236,151,130,129
256,138,130,129
268,134,130,129
268,152,129,128
253,169,129,128
235,177,130,128
228,177,128,127
232,175,128,127
239,180,128,127
230,192,128,127
203,201,128,127
193,202,127,125
205,199,127,126
220,183,127,126
230,175,128,126
231,184,128,127
229,191,128,127
228,194,127,126
221,200,128,126
206,214,127,126
201,227,127,125
208,228,125,124
213,226,126,124
208,219,126,125
204,216,127,126
217,210,127,125
